area_key,within_xx,within_xy,within_yy,within_total,observed_between_total,between_xx_mean,between_xy_mean,between_yy_mean,between_total_mean,between_total_sd,half_edge_rebuilt_sd,black_count_mean,black_count_var,black_count_cv,white_count_cv,total_pop_cv,black_share_mean,black_share_cv,black_count_second_moment,half_edge_spread,half_edge_lam_10_angle_1,half_edge_lam_1_angle_1,half_edge_lam_lim_angle_1,moran_spread,year,cbsa,filename,total_nodes,total_edges,total_population,total_black,total_white,total_x,total_y,dissimilarity,half_edge_lam_0_angle_1,moran,edge_density,black_to_white_ratio,he_moran_abs_gap,he_to_moran_spread_ratio,spread_similarity,within_total_share_perm_mean,within_total_share_observed,within_xx_share_perm_mean,within_xy_share_perm_mean,within_yy_share_perm_mean,between_total_cv,similarity_tail
1980 CBSA 30620,11976594.0,16096476.0,336272062.0,380441608.0,1712701752.0,13843213.208,138376281.716,1242823417.548,1533419194.188,85597307.94064708,0.012601263833719598,286.2631578947368,233226.93074792242,1.7096799827680935,0.5397664253430995,0.4294353421305835,0.1280089021968948,1.5303676686616599,315173.5263157895,0.013876630166170235,0.007297193756321154,0.012601263833719598,0.0,0.04717006200115397,1980,30620,study_areas/1980/tracts_in_cbsa_30620_1980_march_2020_vintage_connected.json,38,91,112241,10878,99772,0.0969164565533094,0.8889086875562406,0.6337078784158126,0.5499097049781659,0.2538482169959024,0.12944523470839261,0.10902858517419717,0.03329343183498373,0.2941829961094975,0.2941829961094975,0.19878227693731143,0.18175611631302693,0.46385295999767095,0.10420268426613813,0.21295233021391108,0.05582120548971862,middle sampled areas
1980 CBSA 33740,125732079.0,52525848.0,435662792.0,666446567.0,2802705084.0,210221506.508,533636578.08,1252127481.392,2529622144.06,135979078.19148624,0.027823252938888092,1089.3243243243244,2211536.813732652,1.384010856347026,0.8548903487352384,0.5599202893709104,0.3146633223445854,1.0975357109205934,3398164.2972972975,0.034004598390051946,0.01100827896896288,0.027823252938888092,0.0,0.04547156621761387,1980,33740,study_areas/1980/tracts_in_cbsa_33740_1980_march_2020_vintage_connected.json,37,93,139241,40305,97060,0.2894621555432667,0.6970648013157045,0.6899669512037477,0.610038723187753,0.4189783132529358,0.13963963963963963,0.4152586029260251,0.011466967827561923,0.7478211378802238,0.7478211378802238,0.20852072569458874,0.19210649577913191,0.3742543149521051,0.08960971509427872,0.2581261421328351,0.05375469949564964,highest similarity
1980 CBSA 42020,895889.0,10046063.0,760883851.0,781871866.0,2527815668.0,906976.548,50401718.552,2471448057.552,2573158471.204,276187975.431207,0.002481352920742791,91.34482758620689,22548.84661117717,1.6730086601315217,0.5108733391030913,0.4672847441215385,0.028221519298053867,2.4432367534437835,30892.724137931036,0.002555205442456351,0.0016778225750161211,0.002481352920742791,0.0,0.042096404255282036,1980,42020,study_areas/1980/tracts_in_cbsa_42020_1980_march_2020_vintage_connected.json,29,60,155382,2649,132757,0.017048306753678,0.8543911135137918,0.5031671739713257,0.5004539118124864,0.0065631692607905,0.1477832512315271,0.019953750084741293,0.03954119881282568,0.06069890024242955,0.06069890024242955,0.23304464860713983,0.23623736620690913,0.49692502083355583,0.16619407267010963,0.2353978095463767,0.10733422699068224,middle sampled areas
1980 CBSA 44180,852525.0,9385687.0,820793288.0,840417187.0,3653007522.0,697341.412,50050983.458,3358564305.716,3459363614.044,129645080.31461403,0.002172206355565633,49.916666666666664,11717.076388888892,2.186823205048522,0.4689068077654981,0.4587336768584816,0.018478738271251953,2.658603677283503,14208.75,0.0024336743955659513,0.0011916060742323605,0.002172206355565633,0.0,0.028887608456104847,1980,44180,study_areas/1980/tracts_in_cbsa_44180_1980_march_2020_vintage_connected.json,60,150,207704,2995,201228,0.0144195586026268,0.968821014520664,0.5718343195816087,0.5096009571984293,0.0892469456734767,0.0847457627118644,0.014883614606317212,0.026453934060538895,0.0842463092527703,0.0842463092527703,0.19545582109579726,0.1870326624849652,0.5500635367017683,0.1579107128255485,0.19639221329951012,0.03747656932861671,middle sampled areas
1980 CBSA 46220,150893769.0,113079570.0,557117597.0,934170506.0,4078221664.0,246389288.616,716561566.23,1848504403.216,3528016824.292,284545456.1276737,0.01901050634251426,1420.6538461538462,3785349.149408285,1.3966300112528485,0.711016948096614,0.575538926420329,0.2731703727595336,0.919610071730563,5803606.5,0.022731660807385142,0.008323556041902153,0.01901050634251426,0.0,0.047753464009469476,1980,46220,study_areas/1980/tracts_in_cbsa_46220_1980_march_2020_vintage_connected.json,26,66,137541,36937,98727,0.2685526497553456,0.7178005103932645,0.4909964022859473,0.5636661786982683,0.3414728147504414,0.20307692307692307,0.3741327093905416,0.025021803202084334,0.4760211908999412,0.4760211908999412,0.2093525970230544,0.18637219002758118,0.3798142561262924,0.13629937699792546,0.23158983287897125,0.08065308934142515,highest similarity
1980 CBSA 47940,8513944.0,15531194.0,569746309.0,609322641.0,2760301442.0,9487909.528,159584306.748,2332147052.488,2660803575.512,114573274.66640806,0.010591726947819468,236.94444444444446,180355.77469135803,1.8177565738950154,0.5223517256046923,0.4399162919670157,0.08994360346497327,2.087744789386076,236498.44444444444,0.011485274319329001,0.006527269485975362,0.010591726947819468,0.0,0.03871141918393475,1980,47940,study_areas/1980/tracts_in_cbsa_47940_1980_march_2020_vintage_connected.json,36,94,137961,8530,127321,0.0618290676350562,0.9228767550249708,0.7524472805823071,0.5821819050391183,0.4360207657418467,0.1492063492063492,0.06699601793891032,0.027226144864605752,0.29668957019523046,0.29668957019523046,0.18633000705701172,0.18082807636438655,0.4729481876273157,0.088691143466221,0.1963360599535787,0.04305965149808607,middle sampled areas
1980 CBSA 48700,764117.0,7912511.0,560169800.0,576758939.0,2269728556.0,419202.508,35506054.884,2330169105.5,2401600417.776,178985118.3040062,0.002756696187315151,59.96551724137931,22752.99881093936,2.5599867720665914,0.4694417970534292,0.4680018617603231,0.013778737332826677,2.1185907297219306,26348.862068965518,0.0025766281801948587,0.0020723126097777025,0.002756696187315151,0.0,0.03672830628622833,1980,48700,study_areas/1980/tracts_in_cbsa_48700_1980_march_2020_vintage_connected.json,29,74,118416,1739,115736,0.0146855154708823,0.9773679232536144,0.6247115592492967,0.5043090023780314,0.1703758658768325,0.18226600985221675,0.015025575447570333,0.03415167810603347,0.07015374354904552,0.07015374354904552,0.19364988233801553,0.20262127973971655,0.6457402204848972,0.1822379629290291,0.1938076531212509,0.07452743469696561,middle sampled areas
1990 CBSA 10500,176597455.0,89446755.0,269411905.0,624902870.0,2381308564.0,445361960.828,554002862.822,655795017.076,2209162703.548,149044492.5809624,0.01993516439196189,1415.8444444444444,1919772.3980246915,0.989667364730896,1.028423871500241,0.6522575362686125,0.44248010370088525,0.7005821280189121,3924387.888888889,0.025145457434680798,0.007344845568120475,0.01993516439196189,0.0,0.046723344794263544,1990,10500,study_areas/1990/tracts_in_cbsa_10500_1990_march_2020_vintage_connected.json,45,114,142959,63713,77201,0.4456732349834568,0.540021964339426,0.5697199572321859,0.6346667631902998,0.5343485752454424,0.11515151515151516,0.8252872372119532,0.021577887359582746,0.5381775972033584,0.5381775972033584,0.22049696938299024,0.20787056523450106,0.28393726424239424,0.13901128001717766,0.2911909742260548,0.06746650771425357,highest similarity
1990 CBSA 11020,85718.0,3576628.0,590319419.0,597558393.0,2898827584.0,150465.932,19084812.476,2279706633.932,2318026724.816,205581895.64182234,0.0006987572667645803,29.333333333333332,1520.611111111111,1.3482328063498765,0.5428624072178154,0.537987036331348,0.010700121526981349,1.6502729810281889,2381.0555555555557,0.0007881220735058165,0.0003757742449374131,0.0006987572667645803,0.0,0.041374854887291146,1990,11020,study_areas/1990/tracts_in_cbsa_11020_1990_march_2020_vintage_connected.json,36,90,130542,1056,128525,0.0080893505538447,0.9845490340273628,0.5133540741985111,0.5025749877579465,0.2199950795384794,0.14285714285714285,0.008216300330674966,0.04058673281378533,0.019048334444984338,0.019048334444984338,0.20495316337998656,0.17090744469600075,0.3629290073805698,0.15782880191521326,0.20568434157485554,0.08868831987178274,middle sampled areas
1990 CBSA 11180,136048.0,3960786.0,358861203.0,366918823.0,1690493732.0,258676.328,20749428.948,1549362323.708,1591119857.932,114469152.27501373,0.0009336923282687539,45.629629629629626,2956.751714677641,1.2143830395268425,0.33197131510371075,0.30787882438589204,0.013497312514188132,1.3233679426002427,5038.814814814815,0.0010638944713911704,0.0005091732217810813,0.0009336923282687539,0.0,0.042285550139036135,1990,11180,study_areas/1990/tracts_in_cbsa_11180_1990_march_2020_vintage_connected.json,27,65,99438,1232,93593,0.0123896297190208,0.9412196544580542,0.5023866028248033,0.5034408018538729,0.1451875516760098,0.18518518518518517,0.013163377603025867,0.04122165566764496,0.025159764219527807,0.025159764219527807,0.1873909982336772,0.1783399358132137,0.3446658600682956,0.16028941910602762,0.18806035979395702,0.07194250747633232,middle sampled areas
1990 CBSA 14260,33888.0,5456803.0,1427712308.0,1438659802.0,6739100682.0,90669.696,23777498.93,6181707907.54,6229353575.096,254982909.45947054,8.474018521083737e-05,15.61111111111111,226.95987654320987,0.9718020309000489,0.4505363701030412,0.4186200577069768,0.0034312127419781928,1.0516501451227105,470.6666666666667,0.00010220263149614457,3.5445952217888256e-05,8.474018521083737e-05,0.0,0.03215304043329965,1990,14260,study_areas/1990/tracts_in_cbsa_14260_1990_march_2020_vintage_connected.json,72,187,319596,1124,292662,0.0035169401369228,0.9157248526264408,0.3157913744569391,0.5005691605683489,0.289924345609345,0.07316118935837246,0.0038406079368008147,0.032050837801803504,0.003178630391367197,0.003178630391367197,0.18761832188467617,0.1759234456444127,0.2720666894801908,0.18665754404076512,0.18762432190094036,0.04093248302341564,lowest similarity
1990 CBSA 16540,736535.0,11879679.0,627275950.0,651771843.0,2865549718.0,1228869.496,56939456.402,2460398655.212,2575506437.512,164807030.9583733,0.0014423265399766455,107.96,17806.038399999998,1.2614939162608838,0.4022325568497571,0.38986219125506383,0.02578387810105875,1.5127925063069618,29461.4,0.0016494084830775287,0.000726167484016041,0.0014423265399766455,0.0,0.0359643717657036,1990,16540,study_areas/1990/tracts_in_cbsa_16540_1990_march_2020_vintage_connected.json,25,57,121082,2699,116506,0.0222906790439536,0.9622074296757568,0.3908968217981474,0.5021015565505692,0.083651301218215,0.19,0.023166188865809487,0.03431496328262607,0.045862290986838264,0.045862290986838264,0.20195712496679954,0.18530345653546004,0.37474982961471764,0.17262174147649573,0.20315481072427682,0.06399014522269289,middle sampled areas
1990 CBSA 16820,20717857.0,67352569.0,463921557.0,619344552.0,2886979046.0,55203912.736,314253107.706,1736196789.992,2419906918.14,178544825.12503204,0.004696831978619315,544.0769230769231,235207.40433925047,0.9030373099901472,0.5487182159439282,0.5081472879025946,0.14677813889088076,0.9767600129900222,531227.1025641026,0.00569780042951566,0.0019679073219511967,0.004696831978619315,0.0,0.04255288334533679,1990,16820,study_areas/1990/tracts_in_cbsa_16820_1990_march_2020_vintage_connected.json,39,95,143885,21219,118275,0.1474719393960454,0.8220106334920249,0.3520201236236663,0.5159581943962189,0.3007516033732046,0.1282051282051282,0.17940393151553582,0.036855082915821125,0.13389927970979812,0.13389927970979812,0.20378193712660128,0.17663644974276557,0.2728842737997474,0.17649781727930205,0.21086209186622762,0.07378169126532602,middle sampled areas
1990 CBSA 17300,67660166.0,142173075.0,578680983.0,930687299.0,4006538440.0,124413697.076,513620008.194,2085387210.476,3237040923.94,216960645.78371462,0.006305683369495762,712.12,846088.4256000002,1.3047931137450155,0.6259130192286735,0.7202401992878009,0.16921514629596987,0.9632774182814862,1353203.32,0.008566261177230378,0.0021236842039944704,0.006305683369495762,0.0,0.04249771878786144,1990,17300,study_areas/1990/tracts_in_cbsa_17300_1990_march_2020_vintage_connected.json,50,126,189279,35606,144593,0.1881138425287538,0.763914644519466,0.4097027777149241,0.51476709432005,0.2452149970570872,0.10285714285714286,0.24624981845594185,0.03393145761063106,0.20156990590462345,0.20156990590462345,0.2233080587830351,0.1885041009262226,0.3522611817997754,0.21679563057840553,0.21721703086171892,0.06702437531115256,middle sampled areas
1990 CBSA 23540,89542997.0,183170096.0,1084998530.0,1540881719.0,6385272340.0,184498590.484,829208735.184,3592089678.06,5435005738.912,392064764.2891528,0.008456028121479772,1030.5675675675675,1358011.488677867,1.146370133415279,0.6804898744425867,0.6239062967282604,0.19348559151955894,1.0433538991434523,2420081.0,0.010478643107570601,0.0033383995197520467,0.008456028121479772,0.0,0.04530574817483963,1990,23540,study_areas/1990/tracts_in_cbsa_23540_1990_march_2020_vintage_connected.json,37,90,217186,38131,166360,0.1755684068033851,0.7659793909368007,0.3992144899372444,0.5283349917691977,0.3464632405742296,0.13513513513513514,0.22920774224573215,0.03482710506726903,0.2312872765533508,0.2312872765533508,0.22088683745210702,0.19440471476205506,0.32674966534131616,0.18093038925535257,0.23198162654495766,0.0721369549772799,middle sampled areas
1990 CBSA 25060,100373099.0,177296190.0,1335897454.0,1790862933.0,7114382596.0,218818148.976,925001294.992,3782138205.096,5850958944.056,315841060.0387755,0.008924343001966963,830.7534246575342,684822.7063238882,1.0030258305126998,0.7423527840120265,0.5789862634350409,0.22402518292686172,1.0367063766823106,1374973.9589041097,0.0110221335159324,0.00347297299519653,0.008924343001966963,0.0,0.03847208972366218,1990,25060,study_areas/1990/tracts_in_cbsa_25060_1990_march_2020_vintage_connected.json,73,161,322967,60645,251356,0.1877746023587549,0.7782714642672471,0.48495110936124,0.541982646408797,0.2965765819929061,0.06126331811263318,0.24127134422890242,0.027449956207729782,0.28649687591972056,0.28649687591972056,0.23435025859172828,0.20110202769458083,0.31446068661490073,0.1608424154222639,0.2610176135888744,0.05398107610371101,middle sampled areas
1990 CBSA 29200,418360.0,10882710.0,612646941.0,634830721.0,3101455234.0,755063.376,45308427.756,2664756985.408,2756128904.296,117078790.26142532,0.0007916913238975538,57.869565217391305,5745.896030245747,1.3243455639723074,0.38673718897443504,0.39750206960993717,0.014225590067554184,1.0849744494876754,9094.782608695652,0.0009809771657295267,0.000334006796045022,0.0007916913238975538,0.0,0.04052382819751445,1990,29200,study_areas/1990/tracts_in_cbsa_29200_1990_march_2020_vintage_connected.json,46,115,167024,2662,156795,0.0159378292939936,0.938757304339496,0.4061718334263762,0.5028412504438652,0.3125680830081895,0.1111111111111111,0.016977582193309734,0.03954285103178492,0.024207415966433683,0.024207415966433683,0.1872127041160465,0.16990956491176812,0.35652945778710987,0.19367306722380723,0.1869305568543254,0.04247943195941731,middle sampled areas
1990 CBSA 30340,16007.0,2031390.0,444479908.0,448558695.0,2046790324.0,36334.42,8431431.416,1890097728.428,1906996925.68,82456406.95995009,0.0001419497499055484,16.535714285714285,298.24872448979596,1.063563614811304,0.41831827871973226,0.41918785103940437,0.004517849810234633,0.9099659873758228,571.6785714285714,0.00017298776121416154,5.8377811816590656e-05,0.0001419497499055484,0.0,0.04740143512216445,1990,30340,study_areas/1990/tracts_in_cbsa_30340_1990_march_2020_vintage_connected.json,28,70,105259,463,103192,0.004398673747613,0.980362724327611,0.313910348835788,0.500408361730021,0.3310262898611567,0.18518518518518517,0.0044867819210791535,0.04722844736095029,0.003649420334391398,0.003649420334391398,0.19042585582016966,0.1797578982277028,0.3058189861872299,0.1941531752509461,0.19038985941802844,0.04323887776093171,lowest similarity
1990 CBSA 37340,39624300.0,120609867.0,1782892642.0,2063736676.0,7177823386.0,43918733.772,512777773.752,5821604689.908,6891078971.184,310203002.22211933,0.005911552841033379,354.2758620689655,329940.3376932224,1.6307468356629418,0.5244300979272773,0.49744983255156694,0.0772574606949795,1.7781527381286073,455451.724137931,0.007332884154658399,0.0024315273305226585,0.005911552841033379,0.0,0.03296485789445503,1990,37340,study_areas/1990/tracts_in_cbsa_37340_1990_march_2020_vintage_connected.json,87,181,398918,30822,349222,0.0772639991176131,0.8754230192671175,0.5258566298162152,0.5317893915344197,0.2924881671272938,0.04838278535151029,0.08825904439010143,0.025631973739796633,0.22244549568927013,0.22244549568927013,0.23046110130128458,0.22331042185028868,0.47429807383030836,0.19042030383921596,0.23445239891387598,0.04501515706310668,middle sampled areas
1990 CBSA 37460,20628929.0,51048682.0,693801414.0,816527707.0,2288035618.0,25571634.592,223227240.86,1716756600.34,2188782716.652,275629532.1232979,0.011730779700625261,523.4230769230769,519448.6286982248,1.4042198425096934,0.7553066108401817,0.6798760886835266,0.12984589717784786,1.4532938231697745,793420.3461538461,0.01451007840108436,0.004828909609648376,0.011730779700625261,0.0,0.056439447613669716,1990,37460,study_areas/1990/tracts_in_cbsa_37460_1990_march_2020_vintage_connected.json,26,51,126912,13609,107930,0.1072317826525466,0.8504317952597075,0.5436948703910407,0.5215731746585182,0.1863199241093801,0.15692307692307692,0.12609098489761883,0.04192936921258536,0.2570910775102979,0.2570910775102979,0.2716949638792288,0.26300887484715746,0.44650816778287233,0.18612163061085396,0.2878177624735407,0.12592822943380402,middle sampled areas
1990 CBSA 39380,165391.0,3485551.0,166744386.0,173880879.0,679872744.0,453513.624,17187330.862,634952126.168,669780301.516,44724437.24351537,0.0009698643164352105,42.270833333333336,1658.8224826388887,0.9737127045277558,0.6459043797590426,0.5472497735528461,0.019403773618421955,1.1901524472520961,3445.6458333333335,0.0011451971588725327,0.00043211186791122243,0.0009698643164352105,0.0,0.035650893256716845,1990,39380,study_areas/1990/tracts_in_cbsa_39380_1990_march_2020_vintage_connected.json,48,130,123051,2029,75382,0.0164890980162696,0.6126077805137707,0.3943533981067992,0.5030474429063636,0.2091927678565356,0.11524822695035461,0.02691623995118198,0.03450569609784431,0.03212253759326972,0.03212253759326972,0.206102737705261,0.20366634391430277,0.2672318053322542,0.16860498808378477,0.20798941179010366,0.06677478740757946,middle sampled areas
1990 CBSA 41420,438163.0,15545408.0,1860499045.0,1892028024.0,6746216368.0,498025.476,58932819.526,6565469496.64,6683833161.168,504366920.19221485,0.0007218661014514107,48.5,7173.032608695652,1.7655593572918689,0.6474320073658848,0.6363465906519208,0.00914290637487088,2.102631942197921,9525.282608695652,0.0008359584769442539,0.00036101014413859406,0.0007218661014514107,0.0,0.02424270230427796,1990,41420,study_areas/1990/tracts_in_cbsa_41420_1990_march_2020_vintage_connected.json,46,115,278024,2231,246363,0.0080244870946393,0.8861213420424136,0.417667198649794,0.5015886822502158,0.0848623801530016,0.1111111111111111,0.00905574294841352,0.023406743827333706,0.034482891653408516,0.034482891653408516,0.2206225104567076,0.21902923072565925,0.4680286194849508,0.20872419385347446,0.22080536330104542,0.07546072860144173,middle sampled areas
