area_key,within_xx,within_xy,within_yy,within_total,observed_between_total,between_xx_mean,between_xy_mean,between_yy_mean,between_total_mean,between_total_sd,half_edge_rebuilt_sd,black_count_mean,black_count_var,black_count_cv,white_count_cv,total_pop_cv,black_share_mean,black_share_cv,black_count_second_moment,half_edge_spread,half_edge_lam_10_angle_1,half_edge_lam_1_angle_1,half_edge_lam_lim_angle_1,moran_spread,year,cbsa,filename,total_nodes,total_edges,total_population,total_black,total_white,total_x,total_y,dissimilarity,half_edge_lam_0_angle_1,moran,edge_density,black_to_white_ratio,he_moran_abs_gap,he_to_moran_spread_ratio,spread_similarity,within_total_share_perm_mean,within_total_share_observed,within_xx_share_perm_mean,within_xy_share_perm_mean,within_yy_share_perm_mean,between_total_cv,similarity_tail
1990 CBSA 41660,1412733.0,10997051.0,270320709.0,293727544.0,1283755836.0,2606187.668,48677394.64,844115647.972,944076624.92,122950460.98417573,0.0034461607933437186,158.28,31456.761599999998,1.1436558278003823,0.6301447933367798,0.5324106236493967,0.04847333510445491,1.8688110584397468,56509.32,0.004021499644112647,0.001705083125168517,0.0034461607933437186,0.0,0.028245625899733718,1990,41660,study_areas/1990/tracts_in_cbsa_41660_1990_march_2020_vintage_connected.json,25,56,101525,3957,69949,0.0389756217680374,0.6889830091110564,0.4000549149146691,0.5056769997007123,0.0536955474098361,0.18666666666666668,0.05656978655877854,0.02422412625562107,0.14237601455135607,0.14237601455135607,0.23729726508861335,0.18620008788935705,0.35152049933422574,0.18428409149105923,0.24256271550084732,0.1302335612796201,middle sampled areas
1990 CBSA 42020,2505829.0,22938882.0,1165888339.0,1214271932.0,4368004562.0,2416309.612,109837973.006,4432706939.304,4654799194.928,366484218.3412999,0.002700256068969528,139.51612903225808,61368.44328824142,1.8049632131640259,0.41126402047170163,0.379832161256478,0.024300918948703263,2.060120811655201,80833.19354838709,0.0026724684182653905,0.0018671994675099148,0.002700256068969528,0.0,0.03815985182736233,1990,42020,study_areas/1990/tracts_in_cbsa_42020_1990_march_2020_vintage_connected.json,31,69,217150,4325,176235,0.0199171079898687,0.8115818558600046,0.4787403576838663,0.5016205495253911,0.0031498683681819,0.14838709677419354,0.02454109569608761,0.03548738340909694,0.07003351140763892,0.07003351140763892,0.20689337473331598,0.21752271377190582,0.5090935460230391,0.17276265504980837,0.2082465834810596,0.07873255171579288,middle sampled areas
1990 CBSA 43780,24742223.0,57495979.0,1100286308.0,1240020489.0,5447458466.0,44234623.688,414769343.95,3856083110.716,4729856422.304,208992182.79490075,0.007326666274043293,325.1411764705882,185368.19183391,1.3320344402532323,0.632631787302931,0.5318775339882913,0.13634549494134124,1.4905793241403742,291084.97647058824,0.008435161854812146,0.0035696871860450546,0.007326666274043293,0.0,0.033112274614513944,1990,43780,study_areas/1990/tracts_in_cbsa_43780_1990_march_2020_vintage_connected.json,85,209,296529,27637,258878,0.0932016767331357,0.8730275959518293,0.6197008182227609,0.5638003594263999,0.4861626756517979,0.05854341736694678,0.10675685071732631,0.024677112759701796,0.2547442588288635,0.2547442588288635,0.207712907221255,0.18542420803775075,0.35870330680547685,0.12174507889093364,0.22199441063556577,0.04418573506996579,middle sampled areas
1990 CBSA 44100,19071586.0,33802950.0,835369455.0,922046941.0,4540568082.0,21484731.168,285150878.522,3336164065.54,3927950553.752,174278117.78676027,0.011109976503815086,325.1363636363636,327731.4814049587,1.7810891038264223,0.49606624211985234,0.4142900856404948,0.10626927793857815,1.8614105281582227,433445.13636363635,0.012443061050954449,0.006043688611750933,0.011109976503815086,0.0,0.04163594598305908,1990,44100,study_areas/1990/tracts_in_cbsa_44100_1990_march_2020_vintage_connected.json,44,110,189550,14306,172135,0.0754734898443682,0.9081245054075442,0.6516197977464385,0.5867495648006147,0.5945421330096935,0.11627906976744186,0.0831091875562785,0.029192884932104632,0.29885380906242187,0.29885380906242187,0.19011286954224457,0.1687922244415502,0.47024945388897355,0.1059806999547222,0.20025476263987024,0.04436871477933674,middle sampled areas
1990 CBSA 46660,78326226.0,73235812.0,226105811.0,450903661.0,2099063462.0,175784431.544,365515454.792,723819748.692,1630635089.82,139323587.50148067,0.014955292798416129,1193.6296296296296,1476219.6406035665,1.037292187269829,0.6904341452490735,0.5559315785901149,0.3129271403627153,0.7722265278925319,2900971.3333333335,0.01869690479782764,0.005719745849017227,0.014955292798416129,0.0,0.05673723188968234,1990,46660,study_areas/1990/tracts_in_cbsa_46660_1990_march_2020_vintage_connected.json,27,64,99244,32228,64685,0.3247349965741002,0.6517774374269477,0.4495201073199092,0.5221378839428177,0.2569157995288735,0.18233618233618235,0.49822988328051326,0.0380403270918547,0.3295350191595736,0.3295350191595736,0.21662035396764598,0.1768272449213064,0.3082366822274567,0.16691874768926673,0.23802476803899414,0.0854413034352524,middle sampled areas
1990 CBSA 47380,62565052.0,63421543.0,471380278.0,660788416.0,2858753484.0,91648207.18,413853597.964,1771291838.44,2690647241.548,120170365.79479744,0.013906344206889267,562.8,726007.0266666667,1.526743018156167,0.586915584360353,0.48978856238658647,0.15621684068084798,1.229458745837191,1042750.8666666667,0.016937905338890526,0.0058068132223397005,0.013906344206889267,0.0,0.038050601746808924,1990,47380,study_areas/1990/tracts_in_cbsa_47380_1990_march_2020_vintage_connected.json,60,152,206835,33768,145350,0.1632605700195808,0.7027340633838567,0.512751783614729,0.552391032676123,0.2860236981834392,0.08587570621468926,0.23232198142414862,0.021112696407918397,0.44514158939184206,0.44514158939184206,0.19716577715337985,0.18774841578104243,0.4057047515413259,0.1328825609309993,0.21018689024781087,0.04466225224145707,middle sampled areas
1990 CBSA 48140,4776.0,633608.0,573717728.0,574989720.0,2743027582.0,3091.484,3097915.518,2576697427.496,2582896350.016,106356818.65243252,0.00014523395710701843,4.486486486486487,108.95252008765522,2.3586412395613974,0.32979686088853194,0.3209288820766775,0.0011839121382846243,2.4539079868798304,129.0810810810811,0.000125211139760853,0.00012657981416861546,0.00014523395710701843,0.0,0.019056268673638656,1990,48140,study_areas/1990/tracts_in_cbsa_48140_1990_march_2020_vintage_connected.json,37,92,142393,166,138550,0.0011657876440555,0.973011313758401,0.4777604535790219,0.500010991862663,-0.0171912541979695,0.13813813813813813,0.0011981234211476002,0.018931057533877804,0.006570601092230762,0.006570601092230762,0.182080577719223,0.17329316506379086,0.6070555720227712,0.1697987422412381,0.18210861098707296,0.04117734676103967,lowest similarity
2000 CBSA 15980,52363222.0,54243037.0,1524777129.0,1685626425.0,7665846784.0,33648675.092,455764866.374,5808573372.448,6753751780.288,222510632.98667789,0.013006078744449914,239.48717948717947,390194.79684418155,2.6195241339156206,0.6072459116113492,0.5537139232735615,0.061761621846048186,2.3794079729350974,447548.905982906,0.01497327580196208,0.006669073772622144,0.013006078744449914,0.0,0.02840413824154597,2000,15980,study_areas/2000/tracts_in_cbsa_15980_2000_march_2020_vintage_connected.json,117,306,440888,28020,361439,0.0635535555515232,0.8197977717697011,0.6935686730824955,0.6439037511661595,0.6185802565402303,0.04509283819628647,0.07752345485683615,0.01343086243958389,0.5271512085538674,0.5271512085538674,0.1997334855716988,0.1802525000422102,0.6087904553946912,0.10635724788018115,0.20792366718308725,0.03294622607187221,highest similarity
2000 CBSA 17780,25970881.0,56474704.0,503346524.0,642266813.0,2739826632.0,59999324.58,338893913.278,1813461514.016,2551248665.152,151388189.21715572,0.0081447138631212,560.475,335139.799375,1.0460548301702675,0.6092461111812184,0.4238030361604983,0.1279139585731947,0.9750981645412402,649272.025,0.009675324831295521,0.0035521814023750623,0.0081447138631212,0.0,0.04369417054326244,2000,17780,study_areas/2000/tracts_in_cbsa_17780_2000_march_2020_vintage_connected.json,40,99,184885,22419,121588,0.1212591611001433,0.6576412364442762,0.4750913173634615,0.534459403976486,0.3526426023696579,0.12692307692307692,0.18438497220120406,0.03401884571196692,0.22143285273525895,0.22143285273525895,0.20111592299895859,0.1899021489041087,0.30209164703965574,0.14284063411206535,0.21725862295913007,0.059338860725336715,middle sampled areas
2000 CBSA 19140,1069319.0,10332612.0,408531802.0,430266345.0,1864115766.0,1898956.876,58381584.764,1668674501.38,1787336627.784,85407101.84098418,0.00303943530123601,130.28,25799.881600000008,1.258332721399895,0.3956617069117244,0.3136722262545428,0.026712721622426536,1.2798411509440708,42772.76,0.0035204207118571707,0.0014262864851488158,0.00303943530123601,0.0,0.04871061525139401,2000,19140,study_areas/2000/tracts_in_cbsa_19140_2000_march_2020_vintage_connected.json,25,59,120031,3257,94228,0.0271346568803059,0.7850305337787739,0.503578311721493,0.5148549179836212,0.3735210158655196,0.19666666666666666,0.03456509742327121,0.045190194539536835,0.07227214630093227,0.07227214630093227,0.194023163875831,0.18753037819514276,0.3602491967293137,0.1503708474609333,0.19667367720540946,0.04778456420202991,middle sampled areas
2000 CBSA 21060,12685607.0,48708253.0,628436867.0,738538980.0,2867887426.0,24657155.204,234343272.394,2089232448.816,2582576148.808,213009084.44140664,0.007166433159695604,463.22222222222223,255262.46913580244,1.1114739931839346,0.5968844310841129,0.5210658293089354,0.1071282477532913,0.9578299534497632,469837.2962962963,0.008543146263524317,0.0030418048517605292,0.007166433159695604,0.0,0.059044657820617116,2000,21060,study_areas/2000/tracts_in_cbsa_21060_2000_march_2020_vintage_connected.json,27,61,133896,12507,112399,0.0934083169026707,0.8394500209117524,0.5115593339420954,0.5303997962244408,0.2828083596990106,0.1737891737891738,0.11127323196825595,0.0505015115570928,0.14468957190808268,0.14468957190808268,0.22237680759506617,0.20478415385693025,0.3397072485077489,0.1720826373650502,0.23124110918966137,0.08247930444944361,middle sampled areas
2000 CBSA 21500,12632704.0,38931612.0,1076122720.0,1166618648.0,5318380632.0,18950079.704,298342653.532,4392525572.7,5008160959.468,181571830.67407298,0.0055427025392657545,234.38888888888889,120516.07098765431,1.4914975209688568,0.46974898648623803,0.3840459539009256,0.07892582257212655,1.730641296149121,175454.22222222222,0.0062361916918276805,0.0029682844418003587,0.0055427025392657545,0.0,0.0330757354175869,2000,21500,study_areas/2000/tracts_in_cbsa_21500_2000_march_2020_vintage_connected.json,72,180,280843,16876,252258,0.0600905132048867,0.8982171533561456,0.6560205394819476,0.5550616723294021,0.4443104360207172,0.07042253521126761,0.06689976135543768,0.026839543725759217,0.18854279770637533,0.18854279770637533,0.18893284006267194,0.17989495412866105,0.39998703465774776,0.11543012906303768,0.19678038564602826,0.03625519070644261,middle sampled areas
2000 CBSA 23460,20539914.0,22870017.0,422419333.0,488699281.0,1804390846.0,37962720.596,232576680.176,1254206735.732,1757322816.68,131664987.70197137,0.017342117822690427,540.0,441968.35714285716,1.2537154049942962,0.8147960337353843,0.6080247396181937,0.21728559571100003,1.1766836270017749,733568.3571428572,0.02007142313324165,0.008807645561181729,0.017342117822690427,0.0,0.05263783115530671,2000,23460,study_areas/2000/tracts_in_cbsa_23460_2000_march_2020_vintage_connected.json,28,70,103459,15120,84919,0.1461448496505862,0.8207985772141622,0.6962780599638959,0.538147011419354,0.2303958769015907,0.18518518518518517,0.17805202604835196,0.03256640802206506,0.38131174276579477,0.38131174276579477,0.21758436014712218,0.21311821774722595,0.35109382922396415,0.08952950753652848,0.2519460605306391,0.07492362043686304,middle sampled areas
2000 CBSA 28100,28601734.0,24048916.0,382798449.0,459498015.0,2026857262.0,41325686.664,237120489.618,1148700471.688,1664267137.588,126555603.35980572,0.021703549155049788,613.1538461538462,724109.0532544379,1.415302264320557,0.7377793189309001,0.5260904422403437,0.19151153165050724,1.5076969938582345,1100066.6923076923,0.025442591704463852,0.01031190363321191,0.021703549155049788,0.0,0.05194847960757146,2000,28100,study_areas/2000/tracts_in_cbsa_28100_2000_march_2020_vintage_connected.json,26,61,103833,15942,80829,0.153535003322643,0.7784519372453844,0.7119895306005556,0.587404510601604,0.3227398590670615,0.18769230769230769,0.1972311917752292,0.026505887903107605,0.4897658583400699,0.4897658583400699,0.21636008785625854,0.18480786686061357,0.40902029173120535,0.09208167374388102,0.24995019182124809,0.07604284222256594,highest similarity
2000 CBSA 29200,603525.0,14580412.0,642325726.0,672090075.0,3238742086.0,1389068.188,62424085.238,2742331024.068,2868568262.732,127934345.69294111,0.0007313677748597407,76.71428571428571,6431.7551020408155,1.0562480629024444,0.3915070775194938,0.3891494560596282,0.018994267127353016,0.878396794896047,12316.836734693878,0.0008964469349761855,0.00029960040917781096,0.0007313677748597407,0.0,0.03753140699274269,2000,29200,study_areas/2000/tracts_in_cbsa_29200_2000_march_2020_vintage_connected.json,49,121,186960,3759,165424,0.0201059050064184,0.8848095849379547,0.3771835880954092,0.5029006826994622,0.2517862888840254,0.10289115646258504,0.02272342586323629,0.0366349600577665,0.023885247231725904,0.023885247231725904,0.18982065223229452,0.17185346937214163,0.30288420317534476,0.18934494117838213,0.18977573604386774,0.04459867570698755,middle sampled areas
2000 CBSA 29340,111562597.0,94285053.0,646863234.0,946995937.0,4378519138.0,220922677.924,734306244.192,2330016808.244,4019551974.552,210109615.05689114,0.01628734687998687,1026.906976744186,1539941.0611141159,1.222729887061939,0.6079268757822268,0.4111748889195714,0.26134669349527284,1.2020617100682593,2594479.0,0.01950500210430906,0.0069989174562854,0.01628734687998687,0.0,0.043184286297076206,2000,29340,study_areas/2000/tracts_in_cbsa_29340_2000_march_2020_vintage_connected.json,43,107,193568,44157,142960,0.2281213836997851,0.7385518267482228,0.6207692208331925,0.608967280534687,0.558939596097778,0.1184939091915836,0.30887660884163404,0.023679284192767148,0.45166896982223936,0.45166896982223936,0.19067488200351873,0.1778224122292997,0.33554146728904355,0.11378957674250396,0.217295700471823,0.052271899054199676,highest similarity
2000 CBSA 30340,29193.0,2668355.0,419793423.0,425159326.0,1923052488.0,72428.308,11512717.772,1776956269.44,1800054133.292,91488503.35150963,0.00020392926187125555,23.107142857142858,508.66709183673476,0.9939572485810813,0.42483124217396817,0.4240520380230428,0.006645172091396278,0.9238675943918367,1042.607142857143,0.00024453998674700555,8.62194136353293e-05,0.00020392926187125555,0.0,0.04779896769210997,2000,30340,study_areas/2000/tracts_in_cbsa_30340_2000_march_2020_vintage_connected.json,28,70,103793,647,100059,0.0062335610301272,0.9640245488616768,0.2906215163038351,0.5008738361789972,0.3774506346542283,0.18518518518518517,0.006466184950878981,0.047554427705362966,0.005116009791721318,0.005116009791721318,0.19106451303564995,0.18105663359038018,0.2872724291248052,0.18816312721196718,0.19109752214587636,0.050825417780182174,lowest similarity
2000 CBSA 32780,18926.0,3180113.0,853543817.0,859922969.0,3807000508.0,66927.452,16202078.284,3855435702.828,3887906786.848,153627350.02596453,9.502618351433336e-05,18.72222222222222,175.20061728395063,0.717014021296387,0.44027358988280096,0.42311555746169804,0.0041117057048362885,0.7965706788440542,525.7222222222222,0.00011251788634413023,4.04096316045251e-05,9.502618351433336e-05,0.0,0.04600136952484385,2000,32780,study_areas/2000/tracts_in_cbsa_32780_2000_march_2020_vintage_connected.json,36,97,181269,674,160795,0.0037182309164832,0.8870518400829707,0.2949741745922499,0.5002058736978742,0.2414103926072368,0.15396825396825398,0.0041916726266364,0.04588885163849972,0.0024459681854333264,0.0024459681854333264,0.18111916669733474,0.18425906772158543,0.22044541668516718,0.16407396632315682,0.18125876602478333,0.039514154646313714,lowest similarity
2000 CBSA 33860,397803950.0,240735718.0,771050893.0,1650326279.0,7668711748.0,1187110258.972,1704800137.258,2395333983.172,6992044516.66,298086137.92523867,0.012315466337607533,1694.1463414634147,1981135.856632957,0.8359313707087586,0.8031063264212019,0.4582705352774939,0.43688108076312826,0.7230796078254961,4851267.682926829,0.015055919498014913,0.004902383454791586,0.012315466337607533,0.0,0.03246954930883748,2000,33860,study_areas/2000/tracts_in_cbsa_33860_2000_march_2020_vintage_connected.json,82,209,346528,138920,196521,0.4008911256810416,0.5671143457382953,0.5581291095021744,0.5835353946376267,0.5064539347279936,0.06293285155073773,0.7068964639911256,0.017413629810822562,0.4636935164947618,0.4636935164947618,0.19095758768285617,0.1770919138025318,0.2509939956043563,0.12373748720661627,0.2435114249068047,0.042632185366524265,highest similarity
2000 CBSA 41060,151800.0,7448682.0,894426202.0,909475366.0,3946031692.0,227984.208,29081618.468,3497943044.208,3556334265.352,183395121.42435116,0.0004943686243072746,39.0,2943.705882352941,1.4120988176987288,0.4481020297333493,0.44715666747923855,0.007718811150469096,1.161233358231611,4464.705882352941,0.0005930178579817366,0.00021872352525207202,0.0004943686243072746,0.0,0.04832381326880509,2000,41060,study_areas/2000/tracts_in_cbsa_41060_2000_march_2020_vintage_connected.json,34,80,167392,1326,159532,0.0079215255209329,0.9530443509845152,0.4326951298611788,0.5017073313494077,0.4899916383019127,0.14260249554367202,0.008311812050246972,0.047730795410823354,0.012271752121113191,0.012271752121113191,0.20365296353321294,0.18730801029349467,0.3997006636990025,0.20390420841254606,0.20363183326906587,0.05156858375521655,middle sampled areas
2000 CBSA 41540,106489473.0,184953330.0,955704745.0,1432100878.0,6639077094.0,259075012.636,1017705406.108,3917613742.764,6212099567.616,232693805.4511415,0.00657275077671028,850.8028169014085,775986.2991469946,1.042745350211341,0.485050262577046,0.4210070905146304,0.20229631836452389,0.9247926236244748,1499851.7323943663,0.007994354261616191,0.002684363713351671,0.00657275077671028,0.0,0.033480669013267246,2000,41540,study_areas/2000/tracts_in_cbsa_41540_2000_march_2020_vintage_connected.json,71,180,312572,60407,234689,0.1932578733859718,0.7508318083513559,0.3991166897611332,0.5258429956698147,0.2514343001040151,0.07243460764587525,0.2573916970970092,0.025486314751651057,0.23877522454668695,0.23877522454668695,0.18734475739988207,0.17743393628143875,0.2913014726108644,0.15378704236460225,0.1961096422077887,0.03745815773207926,middle sampled areas
2000 CBSA 44300,1658635.0,15727128.0,569218061.0,602330952.0,2814326460.0,1762153.744,70175520.818,2478791830.932,2620905026.312,110611880.77309296,0.0025940039717513275,119.62068965517241,42885.20095124851,1.761843814474015,0.305529924506206,0.3225118350844895,0.02279240903489979,1.6829897520994939,57194.31034482759,0.0029326684034593773,0.0014151568389288865,0.0025940039717513275,0.0,0.03871629717683615,2000,44300,study_areas/2000/tracts_in_cbsa_44300_2000_march_2020_vintage_connected.json,29,69,135758,3469,123055,0.0255528219331457,0.90642908705196,0.5117845307460885,0.4969363708714086,-0.046300778338762,0.16995073891625614,0.02819064645890049,0.03578362877337677,0.07574764678720321,0.07574764678720321,0.18687150306489167,0.17629246347160546,0.48486917027811643,0.18308082715028626,0.18675072627116626,0.04220369668592692,middle sampled areas
2010 CBSA 10180,7076717.0,27309943.0,394270029.0,455966632.0,1934657678.0,13282479.648,133611262.346,1282102142.0,1562607146.34,111889505.13276027,0.00583591912737086,251.06521739130434,90807.93052930056,1.2135229623701906,0.6606986930334173,0.48854502356729496,0.0727950676547154,0.9174295418838101,153841.6739130435,0.006923188500848701,0.0025699624542599745,0.00583591912737086,0.0,0.04051388847901252,2010,10180,study_areas/2010/tracts_in_cbsa_10180_2010_march_2020_vintage_connected.json,46,108,165252,11549,112735,0.0698872025754605,0.6822005179967565,0.4482322578606573,0.5158827940111157,0.222481048711599,0.10434782608695652,0.10244378409544506,0.03359069997816382,0.17088432536993164,0.17088432536993164,0.22588554200628227,0.19073119523326523,0.3475931355422703,0.1697100325670587,0.23519242076466085,0.07160437311120219,middle sampled areas
2010 CBSA 13220,6092803.0,29750355.0,468663235.0,534256748.0,2538844792.0,11983215.072,165974045.832,2167098195.972,2511029502.708,80629754.84225866,0.004714675685518281,292.6551724137931,124449.60523186685,1.22676263777218,0.2937449764817339,0.26143015376603446,0.06977437966435313,1.2460806076581874,210096.6551724138,0.005582852963258942,0.002095935537055807,0.004714675685518281,0.0,0.04770710160444928,2010,13220,study_areas/2010/tracts_in_cbsa_13220_2010_march_2020_vintage_connected.json,29,73,124898,8487,112009,0.0679514483818796,0.8968037918941857,0.4811736842381592,0.5093637800324691,0.2115770867864363,0.17980295566502463,0.0757706969975627,0.04212424864119033,0.11702352009450669,0.11702352009450669,0.17543728372851333,0.17384936392306777,0.33706555147993766,0.15200125724505967,0.17780942899189825,0.03211023795431481,middle sampled areas
2010 CBSA 13900,21451.0,2706827.0,469252959.0,474688064.0,2245154994.0,69176.736,12156582.83,2105065002.992,2129447345.388,86806283.6692992,0.00010873430040347834,23.64,299.19039999999995,0.7467766643946673,0.3526336265566321,0.36196523350145093,0.005080521794349071,0.7234456467707517,858.04,0.00013180759947002997,4.4007253543990376e-05,0.00010873430040347834,0.0,0.05628498101905684,2010,13900,study_areas/2010/tracts_in_cbsa_13900_2010_march_2020_vintage_connected.json,25,63,110625,591,102373,0.0053423728813559,0.9254056497175142,0.274696114337069,0.5001056680624199,0.2030005633016689,0.21,0.005773006554462602,0.05615317341958681,0.002341789889302847,0.002341789889302847,0.18228240447433447,0.17452774071054508,0.23669354379546675,0.18211346056922928,0.18228243982607858,0.040764700689738115,lowest similarity
2010 CBSA 22020,839773.0,24918437.0,1178533048.0,1229209695.0,5367384464.0,1974522.392,90768629.822,4088821707.804,4272333489.84,342216946.704778,0.0005778770498928253,91.23913043478261,9931.355860113423,1.104322175897391,0.7278462007276923,0.706213573163438,0.01892881017512396,0.8834726231193326,18255.934782608696,0.0007208226167133736,0.00023077980787218708,0.0005778770498928253,0.0,0.041210451957605344,2010,22020,study_areas/2010/tracts_in_cbsa_22020_2010_march_2020_vintage_connected.json,46,123,208777,4197,188964,0.0201027891003319,0.9050996996795624,0.3374195657480564,0.5016074309848552,0.3242604030056522,0.11884057971014493,0.02221057979297644,0.040489629340891974,0.017491257253254816,0.017491257253254816,0.223429982043438,0.18634005145260293,0.29839547134503497,0.21539518361495277,0.2237428657527569,0.08010071019001705,middle sampled areas
2010 CBSA 22900,4707902.0,27317121.0,895560106.0,954902250.0,4292802654.0,8452858.276,179635955.072,3592614727.3,3960339495.72,161554983.44941208,0.003986745700694285,191.55102040816325,59387.83923365264,1.2854101164529539,0.46931262909120147,0.3452123606152845,0.042646465008370577,1.2611499694998565,96079.63265306123,0.00451072475957814,0.0019989619720291504,0.003986745700694285,0.0,0.04299106141801653,2010,22900,study_areas/2010/tracts_in_cbsa_22900_2010_march_2020_vintage_connected.json,49,120,248208,9386,189986,0.0378150583381679,0.765430606588023,0.5577440498161439,0.5429814097642024,0.7123246415184886,0.10204081632653061,0.04940364026823029,0.03848033665843839,0.10492238644026133,0.10492238644026133,0.19427371010418595,0.1819656911866628,0.3577226468128398,0.13199668987039476,0.199537705027753,0.04079321573920798,middle sampled areas
2010 CBSA 23540,94285474.0,141938214.0,826012970.0,1204174872.0,5271865516.0,202433840.092,785349868.958,2968294670.888,4741428248.896,200621022.13604686,0.008161914602930797,772.2857142857143,750510.118367347,1.1298603002807428,0.6141327254573444,0.5005034319819545,0.17875517226258966,0.9736924830298178,1346935.342857143,0.010004769332694176,0.0032499709332625745,0.008161914602930797,0.0,0.035091277307947255,2010,23540,study_areas/2010/tracts_in_cbsa_23540_2010_march_2020_vintage_connected.json,70,174,305076,54060,205306,0.1772017464500649,0.6729667361575477,0.4219306895354445,0.5532930460281977,0.4068651858129734,0.07204968944099378,0.2633142723544368,0.02508650797525308,0.2851070151962909,0.2851070151962909,0.20253199675704747,0.18594307630188917,0.3177598138109948,0.15306808812556352,0.2176979433872906,0.04231236066532478,middle sampled areas
2010 CBSA 28020,29832661.0,81012309.0,874578611.0,1066435890.0,4579356386.0,60034378.896,464474671.838,3464744920.252,4453728642.824,186863247.8295817,0.006275015541252138,468.0175438596491,304339.59618344106,1.1892153635166338,0.5000762754238777,0.42694999397315203,0.12322462957045141,1.312890480249114,523380.01754385966,0.007440098471848919,0.002729479388079062,0.006275015541252138,0.0,0.0354628190921158,2010,28020,study_areas/2010/tracts_in_cbsa_28020_2010_march_2020_vintage_connected.json,57,141,250331,26677,200047,0.1065669054172275,0.7991299519436267,0.460243794389542,0.5344002786723632,0.4694806768254284,0.08834586466165413,0.13335366188945597,0.02802272062026688,0.20979997254372323,0.20979997254372323,0.19318914928327938,0.1888903873657147,0.33196443361797945,0.14851373515009558,0.20154722382446164,0.041956585776877574,middle sampled areas
2010 CBSA 29340,119804489.0,100586084.0,649033102.0,970009759.0,4454959064.0,240035355.624,741455039.228,2135109920.636,3858055354.716,240095737.14755782,0.017252342540384186,1082.0227272727273,1552056.1131198348,1.1646875600724464,0.6812265223449416,0.464355652217015,0.2778925798510548,1.1433143179845344,2722829.2954545454,0.020793684183225573,0.007289683501868532,0.017252342540384186,0.0,0.04660112487841545,2010,29340,study_areas/2010/tracts_in_cbsa_29340_2010_march_2020_vintage_connected.json,44,107,199607,47609,140168,0.2385136793799816,0.7022198620288868,0.6169531524947209,0.6109317779976537,0.5861798069266839,0.113107822410148,0.33965669767707324,0.02580744069518988,0.4462056278142917,0.4462056278142917,0.20091066217071296,0.17880466978676313,0.3329383635244308,0.11945507318502334,0.2331177302039253,0.06223232044974943,middle sampled areas
2010 CBSA 32420,2277.0,5309.0,25801.0,38696.0,165914.0,2267.056,14466.984,85085.016,116286.04,13543.838325362842,0.007075364645222662,3.8484848484848486,54.18916437098254,1.942443640411374,0.7478378813051432,0.4968276905902578,0.0010233380911666182,1.7782631057115263,69.0,0.008465517838853262,0.0030113663744738527,0.007075364645222662,0.0,0.05047253938206191,2010,32420,study_areas/2010/tracts_in_cbsa_32420_2010_march_2020_vintage_connected.json,33,85,116211,127,743,0.0010928397483887,0.0063935427799433,0.3877343393986922,0.4902782160452342,-0.0554390696577235,0.16098484848484848,0.17092866756393002,0.04200702154320864,0.16772522132821263,0.16772522132821263,0.2496805436294425,0.1891207663359562,0.5010941766562735,0.26845693240852136,0.2326803769377015,0.11647002791876689,middle sampled areas
2010 CBSA 34900,655362.0,3834759.0,174137203.0,182462083.0,764388970.0,667817.228,22451503.794,699629844.82,745200669.636,35578860.284610786,0.0044424108263529044,61.0,12663.05,1.8682587200168497,0.424655899967081,0.4226018244067483,0.018957582188019764,2.085492734750827,16384.05,0.005047550626357459,0.002446637630179884,0.0044424108263529044,0.0,0.044380499941894865,2010,34900,study_areas/2010/tracts_in_cbsa_34900_2010_march_2020_vintage_connected.json,40,95,136484,2440,76967,0.0178775534128542,0.5639269071832596,0.6529529314990649,0.5338618458046707,0.4654699516681,0.12179487179487179,0.031701898216118594,0.03933294931553741,0.11373352334845171,0.11373352334845171,0.19669010368425904,0.19270410316584397,0.49529344636900535,0.14588452645597483,0.19929477019585778,0.047743999347168595,middle sampled areas
2010 CBSA 38220,108627193.0,49212146.0,144500904.0,351552389.0,1431344120.0,336490202.156,350708169.774,341392327.156,1379298868.86,62952421.332782984,0.022552801100527667,1591.6333333333334,1087609.7655555555,0.6664309401349416,0.923723590765821,0.3764733231274241,0.5285395397298206,0.6331024826081989,3620906.433333333,0.028457049764081803,0.008200847770833918,0.022552801100527667,0.0,0.057135715402839085,2010,38220,study_areas/2010/tracts_in_cbsa_38220_2010_march_2020_vintage_connected.json,30,67,100258,47749,48740,0.4762612459853578,0.4861457439805302,0.616232098151948,0.6212432970218924,0.5652190089216489,0.15402298850574714,0.9796676241280262,0.028678665638757282,0.4980606187118428,0.4980606187118428,0.2031095320314551,0.19718047975604625,0.24404167121334247,0.12305487883193812,0.29739229677312956,0.045640885201924074,highest similarity
